,title,singer,id,Genre,Lyric
11224,Anh Sẽ Quên Em Mà (Lofi Ver),Nit ft Sing,134267.0,"Việt Nam, V-Pop","Anh từng nghĩ sẽ bên nhau 
 Chẳng thể đánh mất 
 Giờ đã cách xa 
 Chỉ còn nỗi nhớ 
 Về em hằng đêm mà thôi 
 Cho dù ta chẳng còn của nhau 
 Vẫn yêu đậm sâu 
 Anh muốn nói với em 
 Anh chẳng sao đâu 
 Anh sẽ ổn thôi 
 Mà tại sao trong lòng anh 
 Giờ đây luôn nhớ em 
 Anh sẽ quên em mà 
 Sẽ rất đau em à 
 Trao hết yêu thương và 
 Em rời xa anh thật đớn đau 
 Tại sao em hỡi 
 Hay chính anh là người không tốt 
 Biết em đang bên ai rồi 
 Những ký ức phai nhòa 
 Đôi lúc anh khóc òa 
 Bóng dáng em đâu rồi 
 Sao giờ đây chỉ còn mỗi anh 
 Tình mình giờ đây 
 Đã cuốn sâu vào trong ký ức anh 
 Ôm tương tư dõi theo em 
 Vậy thôi 
 Cho dù ta chẳng còn của nhau 
 Vẫn yêu đậm sâu 
 Anh muốn nói với em 
 Anh chẳng sao đâu 
 Anh sẽ ổn thôi 
 Mà tại sao trong lòng anh 
 Giờ đây luôn nhớ em 
 Anh sẽ quên em mà 
 Sẽ rất đau em à 
 Trao hết yêu thương và 
 Em rời xa anh thật đớn đau 
 Tại sao em hỡi 
 Hay chính anh là người không tốt 
 Biết em đang bên ai rồi 
 Những ký ức phai nhòa 
 Đôi lúc anh khóc òa 
 Bóng dáng em đâu rồi 
 Sao giờ đây chỉ còn mỗi anh 
 Tình mình giờ đây 
 Đã cuốn sâu vào trong ký ức anh 
 Ôm tương tư dõi theo em 
 Vậy thôi 
 Anh sẽ quên em mà 
 Sẽ rất đau em à 
 Trao hết yêu thương và 
 Em rời xa anh thật đớn đau 
 Tại sao em hỡi 
 Hay chính anh là người không tốt 
 Biết em đang bên ai rồi 
 Những ký ức phai nhòa 
 Đôi lúc anh khóc òa 
 Bóng dáng em đâu rồi 
 Sao giờ đây chỉ còn mỗi anh 
 Tình mình giờ đây 
 Đã cuốn sâu vào trong ký ức anh 
 Ôm tương tư dõi theo em 
 Vậy thôi"
11225,ANH THƯƠNG EM MÀ (New vesion),"TVK & ANH HẢO, ANH RỒNG",134268.0,,
11226,Beggin,Måneskin,134270.0,"Âu Mỹ, Pop","I'm beggin', beggin' you"", 'So put your loving hand out baby', ""I'm beggin', beggin' you"", ""So put your loving hand out darlin'"", ""Ridin' high, when I was king"", 'I played it hard and fast', ""'cause I had everything"", 'I walked away, you warned me then 
 But easy come and easy go 
 And it would end 
 So, any time I need ya, let me go 
 Yah, any time I feed you, get me? No 
 Any time I see you, let me know 
 But I planted that seed, just let me grow', ""I'm on my knees while I'm beggin'"", ""'cause I don't want to lose you"", 'Hey yeah, ratatata', ""I'm beggin', beggin' you"", 'And put your loving hand out baby', ""I'm beggin', beggin' you"", ""And put your loving hand out darlin'"", 'I need you to understand 
 Tried so hard to be your man 
 The kind of man you want in the end 
 Only then can I begin to live again 
 An empty shell 
 I used to be 
 The shadow of my life', ""Was hangin' over me"", 'A broken man', ""But I don't know"", ""Won't even stand the devil's dance"", 'To win my soul', ""What we doin'? What we chasin'?"", ""What about 'em, why the basement?"", ""Why we got good shit, don't embrace it?"", 'Why the feel for 
 The need to replace me? 
 You on a runway track from the good 
 I want to paint in the pictures 
 Any way we could, react 
 Like the heart in 
 A trash where you should 
 You done gave it away', ""Ya had it 'til you took it back"", ""But I keep walkin' on"", ""Keep rockin' dawns"", 'Keep walking forward 
 Now the court is yours', ""Keep browsin' halls"", ""'cause I don't wanna"", 'Live in a broken home', ""Girl I'm beggin'"", 'Mhh ye-e-e-ah', ""I'm beggin', beggin' you"", 'So put your loving hand out baby', ""I'm beggin', beggin' you"", ""So put your loving hand out darlin'"", ""I'm fightin' hard"", 'To hold my own', ""Just can't make it all alone"", ""I'm holdin' on"", ""I can't fall back"", ""I'm just a con"", 'About to fade to black', ""I'm beggin', beggin' you"", 'Put your loving hand out baby', ""I'm beggin', beggin' you"", ""So put your loving hand out darlin'"", ""I'm beggin', beggin' you"", 'So put your loving hand out baby', ""I'm beggin', beggin' you"", ""So put your loving hand out darlin'"", ""I'm beggin', beggin' you"", 'So put your loving hand out baby', ""I'm beggin', beggin' you"", 'So put your loving hand out"
11227,Con Ghẻ (Nhạc thiếu nhi),Lương Thanh Hằng,134273.0,"Nhạc Thiếu Nhi, Việt Nam",
11228,Con Sẽ Về,Ngọc Phụng,134274.0,"Việt Nam, V-Pop","Ngày này năm trước 
 Con đã xa mái nhà 
 Để dựng xây khát vọng cho tương lai 
 Ngày đi con khóc 
 Trong lòng thật nhói đau 
 Nhưng rằng lòng vững vàng 
 Ngày mai sẽ ổn thôi 
 Giờ này không biết 
 Cha mẹ đang thế nào 
 Em nhỏ đang thế nào yên vui không 
 Thật lòng con mong 
 Cha mẹ con khỏe mạnh 
 Và con sẽ sớm về thôi 
 Để ngày mai được ăn cơm nhà 
 Đến bây giờ con mới nhận ra 
 Về những khó khăn khi không có mẹ 
 Thật lòng con mong 
 Mẹ sẽ ở bên con khi buồn 
 Đến bây giờ con đây đã hiểu 
 Lời cha khắc sâu như núi xa vời 
 Cha ơi đừng lo con sẽ sớm về thôi 
 Hứa với lòng Tết nay sẽ về 
 Về bên giấc mơ con đang cố tìm 
 Để được yên vui 
 Xuân sẽ nghe tiếng mẹ cha 
 Giờ này không biết 
 Cha mẹ đang thế nào 
 Em nhỏ đang thế nào yên vui không 
 Thật lòng con mong 
 Cha mẹ con khỏe mạnh 
 Và con sẽ sớm về thôi 
 Để ngày mai được ăn cơm nhà 
 Đến bây giờ con mới nhận ra 
 Về những khó khăn khi không có mẹ 
 Thật lòng con mong 
 Mẹ sẽ ở bên con khi buồn 
 Đến bây giờ con đây đã hiểu 
 Lời cha khắc sâu như núi xa vời 
 Cha ơi đừng lo con sẽ sớm về thôi 
 Hứa với lòng Tết nay sẽ về 
 Về bên giấc mơ con đang cố tìm 
 Để được yên vui 
 Xuân sẽ nghe tiếng mẹ cha 
 Đến bây giờ con mới nhận ra 
 Về những khó khăn khi không có mẹ 
 Thật lòng con mong 
 Mẹ sẽ ở bên con khi buồn 
 Đến bây giờ con đây đã hiểu 
 Lời cha khắc sâu như núi xa vời 
 Cha ơi đừng lo con sẽ sớm về thôi 
 Hứa với lòng Tết nay sẽ về 
 Về bên giấc mơ con đang cố tìm 
 Để được yên vui 
 Xuân sẽ nghe tiếng mẹ cha 
 Để được yên vui 
 Xuân này con hứa về quê"
11229,Crazy Over You,Blackpink,134275.0,Hàn Quốc,"If you’re my man I want you to myself 
 I know I’ll have enemies 
 Long as you’re into me 
 But I don’t care cause I got what I need 
 Oh yeah 
 Need to get with the program 
 Boy I keep you close like slow dance 
 Hit you with that red don’t go there 
 No no man 
 Met him 
 Then get him 
 I make sure we stay 
 Got the venom 
 To dead him 
 If he want a snake 
 I mean sneak 
 I mean play hide and seek 
 Know that I’m gonna find you 
 Make sure you get left or you lеave 
 I saw you 
 And knew what I was trying to do 
 I had to play it real rеal smooth 
 And once I finally made my move 
 I went crazy over you 
 Over you only you 
 I went crazy over you 
 Like e~ 
 Feels wrong but it’s right, right 
 Blacked out no night light 
 Pinked out like fight night 
 Maxed out of my mind and the price right 
 Might buy, might bite 
 Never the regular degular 
 Would clean my mess up 
 But I rather mess it up 
 Simple is so so, I need that oh no 
 Don’t you know I’m loco 
 I saw you 
 And knew what I was trying to do 
 I had to play it real real smooth 
 And once I finally made my move 
 I went crazy over you 
 Over you only you 
 I went crazy over you 
 Like e~ 
 Boy by the time I’m done 
 I won’t be the only one 
 Acting like you made me 
 You can’t blame me 
 Swear once you get a taste 
 You gon’ take my place 
 And you’ll love me crazy 
 Sound the alarms 
 Imma be mad ‘till you 
 Get me back in them arms 
 Charge 
 Give me all you got 
 Go insane with it better love hard 
 Love me like crazy 
 I love you crazy"
11230,CÂU HẸN THỀ DANG DỞ,Hồ Minh Đương,134276.0,,
11231,Câu Hỏi Tình Yêu,"Giang Trường, Quỳnh Trang",134277.0,"Việt Nam, Nhạc Trữ Tình","Nếu lỡ ngày mai 
 Cách biệt ngàn đời 
 Em bỏ lại anh 
 Anh có buồn không 
 Em hỏi 
 Anh trả lời 
 Không 
 Anh bảo 
 Anh biết rằng không 
 Không bao giờ 
 Chúng mình xa nhau 
 Nhưng nếu một mai 
 Có người thương anh 
 Anh phụ tình em 
 Em khóc nhiều không 
 Anh hỏi 
 Em trả lời sao 
 Em sẽ chôn kín 
 Niềm đau 
 Em không khóc 
 Mà nát 
 Tan lòng 
 Em ơi 
 Tình mình đâu có 
 Chia ly 
 Hợp tan ai 
 Có vui gì 
 Xin em đừng quá 
 Sầu bi 
 Em ơi 
 Anh đã yêu em rất nhiều 
 Em chớ lo chi lắm điều 
 Cho hao mòn 
 Héo gầy thân em 
 Anh ơi 
 Tình mình như 
 Áng mây trôi 
 Sợ mây tan biến 
 Trên trời 
 Nên em buồn lắm 
 Người ơi 
 Nhưng nay 
 Anh đã cho em hiểu lòng 
 Em sẽ không lo 
 Mất người 
 Mong chúng mình không hề 
 Lìa đôi 
 Anh chắc ngày mai 
 Chúng mình yên vui 
 Không chuyện gì đâu 
 Em chớ buồn lo 
 Anh sẽ 
 Yêu mãi mình em 
 Em sẽ yêu mãi 
 Mình anh 
 Đôi ta sống 
 Hạnh phúc suốt đời 
 Nhưng nếu một mai 
 Có người thương anh 
 Anh phụ tình em 
 Em khóc nhiều không 
 Anh hỏi 
 Em trả lời sao 
 Em sẽ chôn kín 
 Niềm đau 
 Em không khóc 
 Mà nát 
 Tan lòng 
 Em ơi 
 Tình mình đâu có 
 Chia ly 
 Hợp tan ai 
 Có vui gì 
 Xin em đừng quá 
 Sầu bi 
 Em ơi 
 Anh đã yêu em rất nhiều 
 Em chớ lo chi lắm điều 
 Cho hao mòn 
 Héo gầy thân em 
 Anh ơi 
 Tình mình như 
 Áng mây trôi 
 Sợ mây tan biến 
 Trên trời 
 Nên em buồn lắm 
 Người ơi 
 Nhưng nay 
 Anh đã cho em hiểu lòng 
 Em sẽ không lo 
 Mất người 
 Mong chúng mình không hề 
 Lìa đôi 
 Anh chắc ngày mai 
 Chúng mình yên vui 
 Không chuyện gì đâu 
 Em chớ buồn lo 
 Anh sẽ 
 Yêu mãi mình em 
 Em sẽ yêu mãi 
 Mình anh 
 Đôi ta sống 
 Hạnh phúc suốt đời 
 Anh sẽ 
 Yêu mãi mình em 
 Em sẽ yêu mãi 
 Mình anh 
 Đôi ta sống 
 Hạnh phúc suốt đời 
 Anh sẽ 
 Yêu mãi mình em 
 Em sẽ yêu mãi 
 Mình anh 
 Đôi ta sống 
 Hạnh phúc suốt đời"
11232,Có Hẹn Với Thanh Xuân (Guitar ),Monstar,134279.0,,
11233,Don’t Go Yet,Camila Cabello,134282.0,Âu Mỹ,
11234,Dusk Till Dawn,"ZAYN, Sia",134283.0,"Âu Mỹ, Pop","Not tryna be in that 
 Not tryna be cool 
 Just tryna be in this 
 Tell me how you choose', ""Can you feel why you're in this"", 'Can you feel it through 
 All of the windows 
 Inside this room', ""'Cause I wanna touch you baby"", 'And I wanna feel you too 
 I wanna see the sunrise 
 And your sins 
 Just me and you 
 Light it up on the run', ""Let's make love tonight"", 'Make it up fall in love try', ""But you'll never be alone"", ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll hold you"", 'When things go wrong', ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", 'We were shut like a jacket 
 So do your zip 
 We will roll down the rapids 
 To find a wave that fits 
 Can you feel where the wind is 
 Can you feel it through 
 All of the windows 
 Inside this room', ""'Cause I wanna touch you baby"", 'I wanna feel you too 
 I wanna see the sunrise 
 And your sins 
 Just me and you 
 Light it up on the run', ""Let's make love tonight"", 'Make it up fall in love try', ""But you'll never be alone"", ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll hold you"", 'When things go wrong', ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", 'Go give love to your body', ""It's only you that can stop it"", 'Go give love to your body', ""It's only you that can stop it"", 'Go give love to your body', ""It's only you that can stop it"", 'Go give love to your body 
 Go give love to your body', ""But you'll never be alone"", ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll hold you"", 'When things go wrong', ""I'll be with you"", 'From dusk till dawn', ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"", ""I'll be with you"", 'From dusk till dawn', ""Baby I'm right here"
11235,Dây Tình,Thành Công,134285.0,,
11236,DÂY TƠ KẾT ĐÔI,NANA LIU,134286.0,"Việt Nam, V-Pop","Hai ta ngồi mơ hên sao dính cái bầu 
 Hai nhà ta kết sui luôn 
 Gửi tấm thiệp hồng 
 Đề ngay tên có em với anh 
 Dây tơ đã đan ngang ngón 
 Thì đôi ta cũng phải chung nhà 
 Bên chú tư tưng bừng đám cưới rước dâu 
 Sao thấy nôn nao lòng 
 Nào mới tới mình đây 
 Em chẳng mong sang giàu 
 Nhà cao cửa sang 
 Không cần kẻ hầu người hạ 
 Chỉ cần hạnh phúc đơn sơ 
 Anh cứ lo xa gần 
 Lo chi trời sinh có số mà thôi 
 Nhìn bạn bè giờ đã có đôi 
 Mình bên nhau 
 Cứ mơ về hạnh phúc sau này 
 Định ước trăm năm duyên thành đôi 
 Nhìn tới xa xăm ta sánh vai có nhau 
 Hai ta ngồi mơ hên sao dính cái bầu 
 Hai nhà ta kết sui luôn 
 Gửi tấm thiệp hồng 
 Đề ngay tên có em với anh 
 Dây tơ đã đan ngang ngón 
 Thì đôi ta cũng phải chung nhà 
 Nhìn bên sông người ta đám cưới 
 Trên dưới linh đình kẻ đón người đưa 
 Bình yên đâu có chi mà xa xỉ 
 Sáng tới chiều tà dù nắng hay mưa 
 Có nhau bữa cơm rau muống nè 
 Con cá câu về bỏ vào kho 
 Cần chi lầu cao ba tấm 
 Ta cưới nhau về mai mốt là giàu to 
 Tính trên tính dưới sao bằng 
 Ông trời đã tính cái dính bầu luôn 
 Người ta cưới dính duyên tình 
 Còn em thì dính số mẹ tròn con vuông 
 Nhẫn kia đã đính tay mình 
 Dây tơ đã dính nên mình thành đôi 
 Dính luôn ba má hai nhà 
 Sui gia kết ước 
 Thì đám cưới thì mần thôi 
 Định ước trăm năm duyên thành đôi 
 Nhìn tới xa xăm ta sánh vai có nhau 
 Hai ta ngồi mơ hên sao dính cái bầu 
 Hai nhà ta kết sui luôn 
 Gửi tấm thiệp hồng 
 Đề ngay tên có em với anh 
 Dây tơ đã đan ngang ngón 
 Thì đôi ta cũng phải chung nhà 
 Đâu mong giàu sang 
 Ngày vu quy gia quyến hai bên 
 Cầu chúc cho hai đứa mình hạnh phúc 
 Có thêm thằng ku chạy quanh 
 Hay cô công chúa ngoan hiền 
 Thì tới luôn 
 Đám cưới mình trên dưới linh đình 
 Định ước trăm năm duyên thành đôi 
 Nhìn tới xa xăm ta sánh vai có nhau 
 Hai ta ngồi mơ hên sao dính cái bầu 
 Hai nhà ta kết sui luôn 
 Gửi tấm thiệp hồng 
 Đề ngay tên có em với anh 
 Dây tơ đã đan ngang ngón 
 Thì đôi ta cũng phải chung nhà"
11237,Gửi Nơi Lòng Nhau,Hana Cẩm Tiên ft Khánh Ân,134287.0,,
11238,Hai Năm Sao Em Nỡ (Remix),TLONG,134288.0,,
11239,Hai Năm Sao Em Nỡ,TLONG,134289.0,,
11240,Happy New Year,ABBA,134290.0,"Âu Mỹ, Pop","Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 You and I 
 Nomore champagne 
 And the fireworks are through 
 Here we are me and you 
 Feeling lost and feeling blue', ""It's the end of the party"", 'And the morning seems so grey 
 So unlike yesterday', ""Now's the time for us to say"", 'Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 You and I 
 Sometimes I see 
 How the brave new world arrives 
 And I see how it thrives 
 In the ashes of our lives 
 Oh yes man is a fool', ""And he thinks he'll be okay"", 'Dragging on feet of clay', ""Never knowing he's astray"", 'Keeps on going anyway 
 Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 You and I 
 Seems to me now 
 That the dreams we had before 
 Are all dead nothing more 
 Than confetti on the floor', ""It's the end of a decade"", 'In another ten years time', ""Who can say what we'll find"", 'What lies waiting down the line 
 In the end of eightynine 
 Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 Happy new year 
 Happy new year 
 May we all have a vision 
 Now and then 
 Of a world 
 Where every neighbour is a friend 
 Happy new year 
 Happy new year 
 May we all have our 
 Hopes our will to try', ""If we don't"", 'We might as well lay down and die 
 You and I"
11241,Here I Am Again (사랑의불시착OS),Yerin Baek,134291.0,"Hàn Quốc, Nhạc Phim","Naui maeumi umjingnyeo 
 Geunyang gireul ttara georeogado 
 Dasi yeogi neoui ape 
 Duryeowotdeon naui mame 
 Hayan nuni naeryeowa', ""So I'm still, I’m here and I’ll be there"", 'Ttadeuthan eokkaee gidaeeo 
 Ireoke dasi neoreul neukkyeo 
 I’m still and I’m here 
 Ireokerado neol dameulge 
 Uri seoro mireonaedeorado 
 Geu ttaemune deo gipi saegyeojyeo 
 Yeogi tto geogi 
 Dareun haneurirado 
 Neoui mameul gieokae', ""And I'm still, I'm here"", 'Heundeullyeotdeon naui mame 
 Nega dasi dagawa', ""So I'm still, I’m here and I’ll be there"", 'Eoreobuteun i gireul jina 
 Ireoke dasi neoreul manna', ""I'm still and I'm here"", 'Dasi neol nochiji aneullae 
 Gyesok nega nareul mireonaedo 
 Hoksi naui nune sarajyeodo 
 Yeogi na yeogi 
 Gyeote neul seo isseulge 
 Naui mami umjingnyeo', ""And I'm still, I'm here"", 'Nan neoui gieogi da jiwojilkka bwa 
 Maeume saegyeodo 
 Neoreul bol su eopge doelkka bwa 
 Sigani nan duryeowo 
 Dasi neoreul chajabwa tto ireoke', ""I'm still and I'm here"", 'Dasi neol nochiji aneullae 
 Sesang eoneu gose itdeorado 
 Eodirado naega chajagalge 
 Yeogi na yeogi 
 Gyeote neul seo isseulge 
 Naui mami umjingnyeo', ""And I'm still, I'm here"
11242,HOLIDAY,Lil Nas X,134292.0,"Hàn Quốc, Pop/Pop Ballad","Holi holi day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Loney loney day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Jeongsineopsi harureul bonae 
 Chetbakwi doldeusi 
 Babbeunsigaeul bonae 
 Charari babbeunge mam pyeonhae 
 Ddansaenggak nanikka 
 Ireon haruga pyeonghae o 
 Uuuh uuuh 
 Oneureun swineun day 
 Keumman namyeon nunmul naneunde 
 Uuuh uuuh 
 Jakku ni eolguri boyeoseo 
 Holi holi day 
 Holi holi holi day 
 Nigasaenggakna 
 Holi holi day 
 Loney loney day 
 Loney loney loney day 
 Niga geuriwoseo nunmulmanheulreo 
 Holi holi day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Loney loney day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Jibeitgin neomu sireunde 
 Saenggageul haebwado 
 Mannalsarameopneunde 
 Charara honjaga mam pyeonhae 
 Neoanin ddansaram 
 Saenggakhaebonjeokeopseo o 
 Uuuh uuuh 
 Naeireun swineun day 
 Beolsseobuteo geokjeonghaneunde 
 Uuuh uuuh 
 Jaggu ni eolguri boyeoseo 
 Holi holi day 
 Holi holi holi day 
 Nigasaenggakna 
 Holi holi day 
 Loney loney day 
 Loney loney loney day 
 Niga geuriwoseo nunmulmanheulreo 
 Holi holi day 
 Myeotnalmyeotilbameul jammosirugo 
 Naribarawado jammosirugo 
 Neoneoneo naegyeoteul maemdora 
 Deodeodeo sangcheoneun keojyeoga 
 You know me naemamani 
 Neol bureuneun 
 Naemari andeulrini boy 
 Geujarirodasi dorawa come on 
 Nae yeopeurpdasi dorawa uh 
 Holi holi day 
 Holi holi holi day 
 Nigasaenggakna 
 Holi holi day 
 Loney loney day 
 Loney loney loney day 
 Niga geuriwoseo nunmulmanheulreo 
 Holi holi day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Loney loney day 
 Dduddu ddururu dduddu 
 Ddururu dduddu ddururu 
 Holi holi day"
